Dex,Name,Type,Abilities,HP,A,D,SA,SD,SP,SE damage to,NVE damage to,SE damage from,NVE damage from,base stat total,base stat avg,moves
#504,Patrat,['normal'],"['Run Away', 'Keen Eye', 'Analytic']",45,55,39,35,39,42,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']",255,42,"['Tackle', 'Leer', 'Bite', 'Bide', 'Detect', 'Sand Attack', 'Crunch', 'Hypnosis', 'Super Fang', 'After You', 'Focus Energy', 'Work Up', 'Hyper Fang', 'Nasty Plot', 'Mean Look', 'Baton Pass', 'Slam', 'Assurance', 'Bullet Seed', 'Flail', 'Foresight', 'Iron Tail', 'Pursuit', 'Revenge', 'Screech', 'Tearful Look', 'Aqua Tail', 'Covet', 'Endeavor', 'Gunk Shot', 'Helping Hand', 'Laser Focus', 'Last Resort', 'Low Kick', 'Seed Bomb', 'Shock Wave', 'Snore', 'Zen Headbutt', 'Toxic', 'Hidden Power', 'Sunny Day', 'Protect', 'Rain Dance', 'Frustration', 'Thunderbolt', 'Return', 'Shadow Ball', 'Double Team', 'Facade', 'Rest', 'Attract', 'Round', 'Fling', 'Swords Dance', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Confide', 'Dig', 'Retaliate', 'Secret Power', 'Cut']"
#505,Watchog,['normal'],"['Illuminate', 'Keen Eye', 'Analytic']",60,85,69,60,69,77,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']",420,70,"['Bite', 'Confuse Ray', 'Leer', 'Low Kick', 'Rototiller', 'Tackle', 'Bide', 'Detect', 'Sand Attack', 'Crunch', 'Hypnosis', 'Super Fang', 'After You', 'Focus Energy', 'Psych Up', 'Hyper Fang', 'Nasty Plot', 'Mean Look', 'Baton Pass', 'Slam', 'Assurance', 'Bullet Seed', 'Flail', 'Foresight', 'Iron Tail', 'Pursuit', 'Revenge', 'Screech', 'Tearful Look', 'Aqua Tail', 'Covet', 'Endeavor', 'Fire Punch', 'Focus Punch', 'Gunk Shot', 'Helping Hand', 'Ice Punch', 'Knock Off', 'Laser Focus', 'Last Resort', 'Seed Bomb', 'Shock Wave', 'Signal Beam', 'Snore', 'Stomping Tantrum', 'Thunder Punch', 'Zen Headbutt', 'Work Up', 'Toxic', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Light Screen', 'Protect', 'Rain Dance', 'Frustration', 'Thunderbolt', 'Thunder', 'Return', 'Shadow Ball', 'Double Team', 'Flamethrower', 'Facade', 'Rest', 'Attract', 'Round', 'Focus Blast', 'Fling', 'Giga Impact', 'Thunder Wave', 'Swords Dance', 'Dream Eater', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Confide', 'Dig', 'Flash', 'Power-Up Punch', 'Retaliate', 'Rock Smash', 'Secret Power', 'Cut', 'Strength']"
#506,Lillipup,['normal'],"['Vital Spirit', 'Pickup', 'Run Away']",45,60,45,25,45,55,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']",275,45,"['Leer', 'Tackle', 'Work Up', 'Bite', 'Retaliate', 'Baby-Doll Eyes', 'Play Rough', 'Crunch', 'Take Down', 'Helping Hand', 'Reversal', 'Roar', 'Last Resort', 'Giga Impact', 'After You', 'Covet', 'Howl', 'Lick', 'Mud-Slap', 'Yawn', 'Thunder Wave', 'Dig', 'Rest', 'Snore', 'Protect', 'Charm', 'Attract', 'Rain Dance', 'Sunny Day', 'Facade', 'Rock Tomb', 'Payback', 'Thunder Fang', 'Ice Fang', 'Fire Fang', 'Round', 'Snarl', 'Thunderbolt', 'Substitute', 'Endure', 'Sleep Talk', 'Shadow Ball', 'Uproar', 'Hyper Voice', 'Wild Charge', 'Psychic Fangs', 'Odor Sleuth', 'Pursuit', 'Sand Attack', 'Shock Wave', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Swagger', 'Confide', 'Rock Smash', 'Secret Power']"
#507,Herdier,['normal'],"['Intimidate', 'Sand Rush', 'Scrappy']",65,80,65,35,65,60,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']",370,61,"['Bite', 'Leer', 'Tackle', 'Work Up', 'Retaliate', 'Baby-Doll Eyes', 'Play Rough', 'Crunch', 'Take Down', 'Helping Hand', 'Reversal', 'Roar', 'Last Resort', 'Giga Impact', 'After You', 'Covet', 'Howl', 'Lick', 'Mud-Slap', 'Yawn', 'Thunder Wave', 'Dig', 'Rest', 'Snore', 'Protect', 'Charm', 'Attract', 'Rain Dance', 'Sunny Day', 'Facade', 'Rock Tomb', 'Payback', 'Thunder Fang', 'Ice Fang', 'Fire Fang', 'Round', 'Snarl', 'Surf', 'Thunderbolt', 'Substitute', 'Endure', 'Sleep Talk', 'Shadow Ball', 'Uproar', 'Hyper Voice', 'Wild Charge', 'Psychic Fangs', 'Odor Sleuth', 'Pursuit', 'Sand Attack', 'Shock Wave', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Swagger', 'Confide', 'Rock Smash', 'Secret Power', 'Strength']"
#508,Stoutland,['normal'],"['Intimidate', 'Sand Rush', 'Scrappy']",85,110,90,45,90,80,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']",500,83,"['Bite', 'Fire Fang', 'Ice Fang', 'Leer', 'Tackle', 'Thunder Fang', 'Work Up', 'Retaliate', 'Baby-Doll Eyes', 'Play Rough', 'Crunch', 'Take Down', 'Helping Hand', 'Reversal', 'Roar', 'Last Resort', 'Giga Impact', 'After You', 'Covet', 'Howl', 'Lick', 'Mud-Slap', 'Yawn', 'Hyper Beam', 'Thunder Wave', 'Dig', 'Rest', 'Snore', 'Protect', 'Charm', 'Attract', 'Rain Dance', 'Sunny Day', 'Facade', 'Rock Tomb', 'Payback', 'Round', 'Snarl', 'Stomping Tantrum', 'Surf', 'Thunderbolt', 'Thunder', 'Substitute', 'Endure', 'Sleep Talk', 'Shadow Ball', 'Uproar', 'Superpower', 'Hyper Voice', 'Iron Head', 'Wild Charge', 'Psychic Fangs', 'Odor Sleuth', 'Pursuit', 'Sand Attack', 'Shock Wave', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Swagger', 'Confide', 'Rock Smash', 'Secret Power', 'Strength']"
#509,Purrloin,['dark'],"['Limber', 'Unburden', 'Prankster']",41,50,37,50,37,66,"['psychic', 'ghost']","['fighting', 'dark', 'fairy']","['psychic', 'ghost']","['fighting', 'dark', 'fairy']",281,46,"['Growl', 'Scratch', 'Sand Attack', 'Fake Out', 'Fury Swipes', 'Torment', 'Assurance', 'Hone Claws', 'Sucker Punch', 'Nasty Plot', 'Night Slash', 'Play Rough', 'Copycat', 'Covet', 'Double Team', 'Quick Attack', 'Slash', 'Yawn', 'Lash Out', 'Pay Day', 'Thunder Wave', 'Screech', 'Rest', 'Thief', 'Snore', 'Protect', 'Charm', 'Attract', 'Rain Dance', 'Sunny Day', 'Facade', 'Swift', 'Fake Tears', 'U-turn', 'Payback', 'Shadow Claw', 'Round', 'Snarl', 'Substitute', 'Endure', 'Sleep Talk', 'Baton Pass', 'Encore', 'Iron Tail', 'Shadow Ball', 'Taunt', 'Trick', 'Hyper Voice', 'Dark Pulse', 'Seed Bomb', 'Gunk Shot', 'Grass Knot', 'Foul Play', 'Assist', 'Pursuit', 'Captivate', 'Snatch', 'Feint Attack', 'Knock Off', 'Role Play', 'Spite', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Aerial Ace', 'Echoed Voice', 'Embargo', 'Psych Up', 'Dream Eater', 'Swagger', 'Confide', 'Secret Power', 'Cut']"
#510,Liepard,['dark'],"['Limber', 'Unburden', 'Prankster']",64,88,50,88,50,106,"['psychic', 'ghost']","['fighting', 'dark', 'fairy']","['psychic', 'ghost']","['fighting', 'dark', 'fairy']",446,74,"['Fake Out', 'Growl', 'Sand Attack', 'Scratch', 'Fury Swipes', 'Torment', 'Assurance', 'Hone Claws', 'Sucker Punch', 'Nasty Plot', 'Night Slash', 'Play Rough', 'Copycat', 'Covet', 'Double Team', 'Quick Attack', 'Slash', 'Yawn', 'Burning Jealousy', 'Lash Out', 'Skitter Smack', 'Pay Day', 'Hyper Beam', 'Giga Impact', 'Thunder Wave', 'Screech', 'Rest', 'Thief', 'Snore', 'Protect', 'Charm', 'Attract', 'Rain Dance', 'Sunny Day', 'Facade', 'Swift', 'Fake Tears', 'U-turn', 'Payback', 'Shadow Claw', 'Psycho Cut', 'Round', 'Snarl', 'Substitute', 'Endure', 'Sleep Talk', 'Baton Pass', 'Encore', 'Iron Tail', 'Shadow Ball', 'Taunt', 'Trick', 'Hyper Voice', 'Dark Pulse', 'Seed Bomb', 'Gunk Shot', 'Grass Knot', 'Foul Play', 'Throat Chop', 'Assist', 'Pursuit', 'Snatch', 'Feint Attack', 'Knock Off', 'Laser Focus', 'Role Play', 'Spite', 'Captivate', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Aerial Ace', 'Echoed Voice', 'Embargo', 'Psych Up', 'Dream Eater', 'Swagger', 'Confide', 'Rock Smash', 'Secret Power', 'Cut']"
#511,Pansage,['grass'],"['Gluttony', 'Overgrow']",50,53,48,53,48,64,"['water', 'ground', 'rock']","['fire', 'grass', 'poison', 'flying', 'bug', 'dragon', 'steel']","['water', 'ground', 'rock']","['fire', 'grass', 'poison', 'flying', 'bug', 'dragon', 'steel']",316,52,"['Play Nice', 'Scratch', 'Leer', 'Lick', 'Vine Whip', 'Fury Swipes', 'Leech Seed', 'Bite', 'Seed Bomb', 'Torment', 'Fling', 'Acrobatics', 'Grass Knot', 'Recycle', 'Natural Gift', 'Crunch', 'Astonish', 'Bullet Seed', 'Covet', 'Disarming Voice', 'Grass Whistle', 'Leaf Storm', 'Low Kick', 'Magical Leaf', 'Nasty Plot', 'Role Play', 'Spiky Shield', 'Tickle', 'Endeavor', 'Focus Punch', 'Gastro Acid', 'Giga Drain', 'Grass Pledge', 'Gunk Shot', 'Helping Hand', 'Iron Tail', 'Knock Off', 'Snore', 'Synthesis', 'Uproar', 'Worry Seed', 'Work Up', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Protect', 'Frustration', 'Solar Beam', 'Return', 'Double Team', 'Rock Tomb', 'Facade', 'Rest', 'Attract', 'Thief', 'Low Sweep', 'Round', 'Energy Ball', 'Shadow Claw', 'Payback', 'Swagger', 'Sleep Talk', 'Substitute', 'Nature Power', 'Confide', 'Dig', 'Flash', 'Hone Claws', 'Rock Smash', 'Secret Power', 'Cut']"
#512,Simisage,['grass'],"['Gluttony', 'Overgrow']",75,98,63,98,63,101,"['water', 'ground', 'rock']","['fire', 'grass', 'poison', 'flying', 'bug', 'dragon', 'steel']","['water', 'ground', 'rock']","['fire', 'grass', 'poison', 'flying', 'bug', 'dragon', 'steel']",498,83,"['Fury Swipes', 'Leer', 'Lick', 'Seed Bomb', 'Astonish', 'Bullet Seed', 'Covet', 'Disarming Voice', 'Grass Whistle', 'Leaf Storm', 'Low Kick', 'Magical Leaf', 'Nasty Plot', 'Role Play', 'Spiky Shield', 'Tickle', 'Endeavor', 'Focus Punch', 'Gastro Acid', 'Giga Drain', 'Grass Pledge', 'Gunk Shot', 'Helping Hand', 'Iron Tail', 'Knock Off', 'Recycle', 'Snore', 'Superpower', 'Synthesis', 'Throat Chop', 'Uproar', 'Worry Seed', 'Acrobatics', 'Bite', 'Crunch', 'Fling', 'Grass Knot', 'Leech Seed', 'Natural Gift', 'Play Nice', 'Scratch', 'Torment', 'Vine Whip', 'Work Up', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Hyper Beam', 'Protect', 'Frustration', 'Solar Beam', 'Return', 'Brick Break', 'Double Team', 'Rock Tomb', 'Facade', 'Rest', 'Attract', 'Thief', 'Low Sweep', 'Round', 'Focus Blast', 'Energy Ball', 'Shadow Claw', 'Payback', 'Giga Impact', 'Rock Slide', 'Swagger', 'Sleep Talk', 'Substitute', 'Nature Power', 'Confide', 'Dig', 'Flash', 'Hone Claws', 'Power-Up Punch', 'Rock Smash', 'Secret Power', 'Cut']"
#513,Pansear,['fire'],"['Gluttony', 'Blaze']",50,53,48,53,48,64,"['grass', 'ice', 'bug', 'steel']","['fire', 'water', 'rock', 'dragon']","['grass', 'ice', 'bug', 'steel']","['fire', 'water', 'rock', 'dragon']",316,52,"['Play Nice', 'Scratch', 'Leer', 'Lick', 'Incinerate', 'Fury Swipes', 'Yawn', 'Bite', 'Flame Burst', 'Amnesia', 'Fling', 'Acrobatics', 'Fire Blast', 'Recycle', 'Natural Gift', 'Crunch', 'Astonish', 'Belch', 'Covet', 'Disarming Voice', 'Fire Punch', 'Fire Spin', 'Flare Blitz', 'Heat Wave', 'Low Kick', 'Nasty Plot', 'Role Play', 'Sleep Talk', 'Tickle', 'Endeavor', 'Fire Pledge', 'Focus Punch', 'Gastro Acid', 'Gunk Shot', 'Helping Hand', 'Iron Tail', 'Knock Off', 'Snore', 'Uproar', 'Work Up', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Protect', 'Frustration', 'Solar Beam', 'Return', 'Double Team', 'Flamethrower', 'Rock Tomb', 'Torment', 'Facade', 'Flame Charge', 'Rest', 'Attract', 'Thief', 'Low Sweep', 'Round', 'Overheat', 'Will-O-Wisp', 'Shadow Claw', 'Payback', 'Grass Knot', 'Swagger', 'Substitute', 'Confide', 'Dig', 'Hone Claws', 'Rock Smash', 'Secret Power', 'Cut']"
#514,Simisear,['fire'],"['Gluttony', 'Blaze']",75,98,63,98,63,101,"['grass', 'ice', 'bug', 'steel']","['fire', 'water', 'rock', 'dragon']","['grass', 'ice', 'bug', 'steel']","['fire', 'water', 'rock', 'dragon']",498,83,"['Flame Burst', 'Fury Swipes', 'Leer', 'Lick', 'Astonish', 'Belch', 'Covet', 'Disarming Voice', 'Fire Punch', 'Fire Spin', 'Flare Blitz', 'Heat Wave', 'Low Kick', 'Nasty Plot', 'Role Play', 'Sleep Talk', 'Tickle', 'Endeavor', 'Fire Pledge', 'Focus Punch', 'Gastro Acid', 'Gunk Shot', 'Helping Hand', 'Iron Tail', 'Knock Off', 'Recycle', 'Snore', 'Superpower', 'Throat Chop', 'Uproar', 'Acrobatics', 'Amnesia', 'Bite', 'Crunch', 'Fire Blast', 'Fling', 'Incinerate', 'Natural Gift', 'Play Nice', 'Scratch', 'Yawn', 'Work Up', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Hyper Beam', 'Protect', 'Frustration', 'Solar Beam', 'Return', 'Brick Break', 'Double Team', 'Flamethrower', 'Rock Tomb', 'Torment', 'Facade', 'Flame Charge', 'Rest', 'Attract', 'Thief', 'Low Sweep', 'Round', 'Overheat', 'Focus Blast', 'Will-O-Wisp', 'Shadow Claw', 'Payback', 'Giga Impact', 'Rock Slide', 'Grass Knot', 'Swagger', 'Substitute', 'Confide', 'Dig', 'Hone Claws', 'Power-Up Punch', 'Rock Smash', 'Secret Power', 'Cut']"
#515,Panpour,['water'],"['Gluttony', 'Torrent']",50,53,48,53,48,64,"['fire', 'ground', 'rock']","['water', 'grass', 'dragon']","['fire', 'ground', 'rock']","['water', 'grass', 'dragon']",316,52,"['Play Nice', 'Scratch', 'Leer', 'Lick', 'Water Gun', 'Fury Swipes', 'Water Sport', 'Bite', 'Scald', 'Taunt', 'Fling', 'Acrobatics', 'Brine', 'Recycle', 'Natural Gift', 'Crunch', 'Aqua Ring', 'Aqua Tail', 'Astonish', 'Covet', 'Disarming Voice', 'Hydro Pump', 'Low Kick', 'Mud Sport', 'Nasty Plot', 'Role Play', 'Tickle', 'Endeavor', 'Focus Punch', 'Gastro Acid', 'Gunk Shot', 'Helping Hand', 'Ice Punch', 'Icy Wind', 'Iron Tail', 'Knock Off', 'Snore', 'Uproar', 'Water Pledge', 'Water Pulse', 'Work Up', 'Toxic', 'Hail', 'Hidden Power', 'Ice Beam', 'Blizzard', 'Protect', 'Rain Dance', 'Frustration', 'Return', 'Double Team', 'Rock Tomb', 'Torment', 'Facade', 'Rest', 'Attract', 'Thief', 'Low Sweep', 'Round', 'Shadow Claw', 'Payback', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Waterfall', 'Confide', 'Dig', 'Hone Claws', 'Rock Smash', 'Secret Power', 'Cut', 'Dive']"
#516,Simipour,['water'],"['Gluttony', 'Torrent']",75,98,63,98,63,101,"['fire', 'ground', 'rock']","['water', 'grass', 'dragon']","['fire', 'ground', 'rock']","['water', 'grass', 'dragon']",498,83,"['Fury Swipes', 'Leer', 'Lick', 'Scald', 'Aqua Ring', 'Aqua Tail', 'Astonish', 'Covet', 'Disarming Voice', 'Hydro Pump', 'Low Kick', 'Mud Sport', 'Nasty Plot', 'Role Play', 'Tickle', 'Endeavor', 'Focus Punch', 'Gastro Acid', 'Gunk Shot', 'Helping Hand', 'Ice Punch', 'Icy Wind', 'Iron Tail', 'Knock Off', 'Recycle', 'Snore', 'Superpower', 'Throat Chop', 'Uproar', 'Water Pledge', 'Water Pulse', 'Acrobatics', 'Bite', 'Brine', 'Crunch', 'Fling', 'Natural Gift', 'Play Nice', 'Scratch', 'Taunt', 'Water Gun', 'Water Sport', 'Work Up', 'Toxic', 'Hail', 'Hidden Power', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Return', 'Brick Break', 'Double Team', 'Rock Tomb', 'Torment', 'Facade', 'Rest', 'Attract', 'Thief', 'Low Sweep', 'Round', 'Focus Blast', 'Shadow Claw', 'Payback', 'Giga Impact', 'Rock Slide', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Waterfall', 'Confide', 'Dig', 'Hone Claws', 'Power-Up Punch', 'Rock Smash', 'Secret Power', 'Cut', 'Dive']"
#517,Munna,['psychic'],"['Forewarn', 'Synchronize', 'Telepathy']",76,25,45,67,55,24,"['fighting', 'poison']","['psychic', 'dark', 'steel']","['fighting', 'poison']","['psychic', 'dark', 'steel']",292,48,"['Defense Curl', 'Stored Power', 'Hypnosis', 'Psybeam', 'Imprison', 'Moonlight', 'Magic Coat', 'Zen Headbutt', 'Calm Mind', 'Yawn', 'Psychic', 'Moonblast', 'Dream Eater', 'Future Sight', 'Wonder Room', 'Curse', 'Healing Wish', 'Expanding Force', 'Thunder Wave', 'Light Screen', 'Reflect', 'Safeguard', 'Rest', 'Rock Slide', 'Snore', 'Protect', 'Attract', 'Rain Dance', 'Facade', 'Swift', 'Helping Hand', 'Rock Tomb', 'Power Swap', 'Guard Swap', 'Trick Room', 'Round', 'Amnesia', 'Substitute', 'Psyshock', 'Endure', 'Sleep Talk', 'Shadow Ball', 'Trick', 'Skill Swap', 'Gyro Ball', 'Energy Ball', 'Ally Switch', 'Dazzling Gleam', 'Psywave', 'Lucky Chant', 'Synchronoise', 'Nightmare', 'Telekinesis', 'Barrier', 'Baton Pass', 'Secret Power', 'Sonic Boom', 'After You', 'Gravity', 'Heal Bell', 'Pain Split', 'Shock Wave', 'Signal Beam', 'Worry Seed', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Torment', 'Charge Beam', 'Psych Up', 'Swagger', 'Confide', 'Flash']"
#518,Musharna,['psychic'],"['Forewarn', 'Synchronize', 'Telepathy']",116,55,85,107,95,29,"['fighting', 'poison']","['psychic', 'dark', 'steel']","['fighting', 'poison']","['psychic', 'dark', 'steel']",487,81,"['Calm Mind', 'Defense Curl', 'Dream Eater', 'Future Sight', 'Hypnosis', 'Imprison', 'Magic Coat', 'Moonblast', 'Moonlight', 'Psybeam', 'Psychic', 'Psychic Terrain', 'Stored Power', 'Wonder Room', 'Yawn', 'Zen Headbutt', 'Curse', 'Healing Wish', 'Expanding Force', 'Misty Explosion', 'Hyper Beam', 'Giga Impact', 'Thunder Wave', 'Light Screen', 'Reflect', 'Safeguard', 'Rest', 'Rock Slide', 'Snore', 'Protect', 'Attract', 'Rain Dance', 'Facade', 'Swift', 'Helping Hand', 'Rock Tomb', 'Power Swap', 'Guard Swap', 'Trick Room', 'Round', 'Amnesia', 'Substitute', 'Psyshock', 'Endure', 'Sleep Talk', 'Shadow Ball', 'Trick', 'Skill Swap', 'Gyro Ball', 'Energy Ball', 'Ally Switch', 'Dazzling Gleam', 'Lucky Chant', 'Barrier', 'Baton Pass', 'Secret Power', 'Sonic Boom', 'After You', 'Gravity', 'Heal Bell', 'Pain Split', 'Shock Wave', 'Signal Beam', 'Telekinesis', 'Worry Seed', 'Nightmare', 'Psywave', 'Synchronoise', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Torment', 'Charge Beam', 'Psych Up', 'Swagger', 'Confide', 'Flash']"
#519,Pidove,"['normal', 'flying']","['Big Pecks', 'Super Luck', 'Rivalry']",50,55,50,36,30,43,"['grass', 'fighting', 'bug']","['electric', 'rock', 'ghost', 'steel']","['electric', 'ice', 'rock']","['grass', 'ground', 'bug', 'ghost', 'fairy']",264,44,"['Growl', 'Gust', 'Leer', 'Quick Attack', 'Taunt', 'Air Cutter', 'Swagger', 'Feather Dance', 'Detect', 'Air Slash', 'Roost', 'Tailwind', 'Sky Attack', 'Defog', 'Hypnosis', 'Morning Sun', 'Night Slash', 'Wish', 'Dual Wingbeat', 'Fly', 'Rest', 'Snore', 'Protect', 'Steel Wing', 'Attract', 'Rain Dance', 'Sunny Day', 'Facade', 'Swift', 'U-turn', 'Round', 'Agility', 'Focus Energy', 'Substitute', 'Endure', 'Sleep Talk', 'Uproar', 'Heat Wave', 'Work Up', 'Razor Wind', 'Bestow', 'Lucky Chant', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Echoed Voice', 'Confide', 'Pluck', 'Secret Power']"
#520,Tranquill,"['normal', 'flying']","['Big Pecks', 'Super Luck', 'Rivalry']",62,77,62,50,42,65,"['grass', 'fighting', 'bug']","['electric', 'rock', 'ghost', 'steel']","['electric', 'ice', 'rock']","['grass', 'ground', 'bug', 'ghost', 'fairy']",358,59,"['Growl', 'Gust', 'Leer', 'Quick Attack', 'Taunt', 'Air Cutter', 'Swagger', 'Feather Dance', 'Detect', 'Air Slash', 'Roost', 'Tailwind', 'Sky Attack', 'Defog', 'Hypnosis', 'Morning Sun', 'Night Slash', 'Wish', 'Dual Wingbeat', 'Fly', 'Rest', 'Snore', 'Protect', 'Steel Wing', 'Attract', 'Rain Dance', 'Sunny Day', 'Facade', 'Swift', 'U-turn', 'Round', 'Agility', 'Focus Energy', 'Substitute', 'Endure', 'Sleep Talk', 'Uproar', 'Heat Wave', 'Work Up', 'Razor Wind', 'Bestow', 'Lucky Chant', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Echoed Voice', 'Confide', 'Pluck', 'Secret Power']"
#521,Unfezant,"['normal', 'flying']","['Big Pecks', 'Super Luck', 'Rivalry']",80,115,80,65,55,93,"['grass', 'fighting', 'bug']","['electric', 'rock', 'ghost', 'steel']","['electric', 'ice', 'rock']","['grass', 'ground', 'bug', 'ghost', 'fairy']",488,81,"['Growl', 'Gust', 'Leer', 'Quick Attack', 'Taunt', 'Air Cutter', 'Swagger', 'Feather Dance', 'Detect', 'Air Slash', 'Roost', 'Tailwind', 'Sky Attack', 'Defog', 'Hypnosis', 'Morning Sun', 'Night Slash', 'Wish', 'Dual Wingbeat', 'Fly', 'Hyper Beam', 'Giga Impact', 'Rest', 'Snore', 'Protect', 'Steel Wing', 'Attract', 'Rain Dance', 'Sunny Day', 'Facade', 'Swift', 'U-turn', 'Round', 'Agility', 'Focus Energy', 'Substitute', 'Endure', 'Sleep Talk', 'Uproar', 'Heat Wave', 'Brave Bird', 'Work Up', 'Hurricane', 'Razor Wind', 'Bestow', 'Lucky Chant', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Echoed Voice', 'Psych Up', 'Confide', 'Pluck', 'Secret Power']"
#522,Blitzle,['electric'],"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",45,60,32,50,32,76,"['water', 'flying']","['electric', 'grass', 'ground', 'dragon']","['water', 'flying']","['electric', 'grass', 'ground', 'dragon']",295,49,"['Quick Attack', 'Tail Whip', 'Charge', 'Shock Wave', 'Thunder Wave', 'Flame Charge', 'Pursuit', 'Spark', 'Stomp', 'Discharge', 'Agility', 'Wild Charge', 'Thrash', 'Double-Edge', 'Double Kick', 'Endure', 'Feint', 'Me First', 'Rage', 'Sand Attack', 'Screech', 'Snatch', 'Take Down', 'Bounce', 'Low Kick', 'Magnet Rise', 'Signal Beam', 'Snore', 'Toxic', 'Hidden Power', 'Light Screen', 'Protect', 'Rain Dance', 'Frustration', 'Thunderbolt', 'Thunder', 'Return', 'Double Team', 'Facade', 'Rest', 'Attract', 'Round', 'Charge Beam', 'Volt Switch', 'Swagger', 'Sleep Talk', 'Substitute', 'Confide', 'Flash', 'Secret Power']"
#523,Zebstrika,['electric'],"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",75,100,63,80,63,116,"['water', 'flying']","['electric', 'grass', 'ground', 'dragon']","['water', 'flying']","['electric', 'grass', 'ground', 'dragon']",497,82,"['Charge', 'Ion Deluge', 'Quick Attack', 'Tail Whip', 'Thunder Wave', 'Shock Wave', 'Flame Charge', 'Pursuit', 'Spark', 'Stomp', 'Discharge', 'Agility', 'Wild Charge', 'Thrash', 'Double-Edge', 'Double Kick', 'Endure', 'Feint', 'Me First', 'Rage', 'Sand Attack', 'Screech', 'Snatch', 'Take Down', 'Ally Switch', 'Bounce', 'Laser Focus', 'Low Kick', 'Magnet Rise', 'Signal Beam', 'Snore', 'Toxic', 'Hidden Power', 'Hyper Beam', 'Light Screen', 'Protect', 'Rain Dance', 'Frustration', 'Thunderbolt', 'Thunder', 'Return', 'Double Team', 'Facade', 'Rest', 'Attract', 'Round', 'Overheat', 'Charge Beam', 'Giga Impact', 'Volt Switch', 'Swagger', 'Sleep Talk', 'Substitute', 'Confide', 'Flash', 'Rock Smash', 'Secret Power']"
#524,Roggenrola,['rock'],"['Sturdy', 'Weak Armor', 'Sand Force']",55,75,85,25,25,15,"['fire', 'ice', 'flying', 'bug']","['fighting', 'ground', 'steel']","['fire', 'ice', 'flying', 'bug']","['fighting', 'ground', 'steel']",280,46,"['Sand Attack', 'Tackle', 'Harden', 'Stealth Rock', 'Mud-Slap', 'Smack Down', 'Iron Defense', 'Headbutt', 'Rock Slide', 'Rock Blast', 'Sandstorm', 'Stone Edge', 'Explosion', 'Autotomize', 'Curse', 'Gravity', 'Take Down', 'Wide Guard', 'Meteor Beam', 'Rest', 'Snore', 'Protect', 'Attract', 'Facade', 'Rock Tomb', 'Sand Tomb', 'Round', 'Bulldoze', 'Earthquake', 'Substitute', 'Endure', 'Sleep Talk', 'Earth Power', 'Flash Cannon', 'Heavy Slam', 'Body Press', 'Lock-On', 'Magnitude', 'Block', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Rock Polish', 'Swagger', 'Nature Power', 'Confide', 'Rock Smash', 'Secret Power', 'Strength']"
